"iso3","iso2","imfn","country","income","indicator_code","year_1960","year_1961","year_1962","year_1963","year_1964","year_1965","year_1966","year_1967","year_1968","year_1969","year_1970","year_1971","year_1972","year_1973","year_1974","year_1975","year_1976","year_1977","year_1978","year_1979","year_1980","year_1981","year_1982","year_1983","year_1984","year_1985","year_1986","year_1987","year_1988","year_1989","year_1990","year_1991","year_1992","year_1993","year_1994","year_1995","year_1996","year_1997","year_1998","year_1999","year_2000","year_2001","year_2002","year_2003","year_2004","year_2005","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","year_2012","year_2013","year_2014","year_2015","year_2016","year_2017","year_2018","year_2019","year_2020","year_2021"
"KHM","KH",522,"Cambodia","Lower middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01197111,0.74478049,1.3358623,3.7243242,4.3592063,5.2502334,6.0281329,7.1761945,8.4793464,10.916494,13.337951,14.485974,16.722893,19.446084,23.275959,26.34943,31.606464
"KHM","KH",522,"Cambodia","Lower middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.74238,86.14583,83.75821,84.65505,87.20824,86.59003,80.21721,76.29179,73.09938,69.95836,67.4404,68.01136,50.25909,48.02304,53.65233,55.1167,53.94036,52.36879,52.69409
"KHM","KH",522,"Cambodia","Lower middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KHM","KH",522,"Cambodia","Lower middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIR","KI",826,"Kiribati","Lower middle income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.35389,177.65686,197.02144,NA,NA,NA,NA,NA,NA,NA,NA
"KIR","KI",826,"Kiribati","Lower middle income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9865004,5.866651,5.7390456,NA,NA,NA,NA,NA,NA,NA,NA
"KIR","KI",826,"Kiribati","Lower middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.476376,10.266639,14.347614,NA,NA,NA,NA,NA,NA,NA,NA
"KIR","KI",826,"Kiribati","Lower middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIR","KI",826,"Kiribati","Lower middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIR","KI",826,"Kiribati","Lower middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNA","KN",361,"St. Kitts and Nevis","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNA","KN",361,"St. Kitts and Nevis","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.556527,56.798753,56.10738,55.461587,59.843602,59.19208,58.548901,48.264434,50.113939,49.569151,44.372581,43.923853,41.207496,36.282825,37.710057,37.098868,37.098868,NA
"KNA","KN",361,"St. Kitts and Nevis","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.486174,82.616368,81.610735,57.982568,62.337086,69.057427,68.307051,74.809873,76.364098,96.777865,91.080562,92.47127,89.282908,88.439385,94.275142,99.703209,104.34057,NA
"KNA","KN",361,"St. Kitts and Nevis","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNA","KN",361,"St. Kitts and Nevis","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNA","KN",361,"St. Kitts and Nevis","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR","KR",542,"Korea, Rep.","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR","KR",542,"Korea, Rep.","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.797569,17.331971,17.823844,18.307138,18.696696,18.192155,18.179148,18.22082,18.312368,18.020911,17.196735,16.751466,16.237643,15.436724,15.28086,15.081925,14.355507,13.652969
"KOR","KR",542,"Korea, Rep.","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.15801,212.13575,218.23655,234.21941,241.79599,247.09064,265.37515,281.2314,288.44503,288.58545,280.80806,275.88082,271.56183,272.5928,267.07869,264.33664,259.45572,NA
"KOR","KR",542,"Korea, Rep.","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.86192,75.00894,74.1246,74.43617,74.4125,88.87402,87.43424,91.5881,92.81986,88.1411,87.84909,87.95575
"KOR","KR",542,"Korea, Rep.","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.458032,9.233084,8.857728,8.493032,8.218409,8.315606,8.381173,8.613647,9.346088,11.9435,14.81777,15.79219,15.84453,15.72645,15.68064,15.65806,15.98918,16.69424,16.88661,16.16022,15.2735,26.42097,29.34336,31.73488,32.5313,32.6522,33.53771,34.86911,36.04907,36.46949,36.05918,35.94051,36.02565,35.19931,35.65416,36.4359,38.18489,39.81038,41.15891,42.37661,43.69763,44.71775,NA
"KOR","KR",542,"Korea, Rep.","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.46901,71.90987,71.11395,48.73314,25.81156,-17.73698,-12.79864,-6.007494,1.695819,27.00141,22.81149,-35.67979,27.68451,1.105922,22.97879,31.54034,2.588073,29.1698,-0.5075631,-29.57167,25.32341,10.27725,19.06346,-5.373917,0.4865061,1.157155,1.284189,0.9386084,1.46998,-2.539931,2.941396,15.1964,4.431485,-10.85022,-4.167465,1.160751,37.37022,4.731304
"KWT","KW",443,"Kuwait","High income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082.6276,1206.7124,1299.2632,1340.2346,1303.4433,1205.5436,1160.4222,1227.1738,1200.6257,1142.8953,1166.2542,1210.5046,1257.2694,1298.6403,1283.692,1263.3527,1252.9998,1256.9629
"KWT","KW",443,"Kuwait","High income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.82271,13.745794,14.57863,15.399971,15.47507,15.838166,15.714393,15.935498,14.80297,15.353153,15.274398,14.790178,14.674885,14.589677,14.724986,13.577333,13.595682,13.00842
"KWT","KW",443,"Kuwait","High income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.268993,35.167812,40.246024,46.782041,50.889172,51.833999,50.146762,50.715029,55.048545,53.663273,56.397779,56.5137,63.933691,65.982991,73.255266,81.070015,78.562769,81.214729
"KWT","KW",443,"Kuwait","High income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,99.70048,99.69226,99.6828,99.69955,99.70075,99.69505,99.71575
"KWT","KW",443,"Kuwait","High income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.02155,32.57814,38.00599,37.13572,38.94157,37.65055,37.08506,40.71145,45.33624,49.0798,64.75212,69.09158,NA,NA,NA,NA,67.86501,59.42335,55.58105,NA,NA,NA,NA,NA,38.98193,38.16827,NA
"KWT","KW",443,"Kuwait","High income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.95335,50.70433,-9.197298,-29.92663,-8.331295,12.67578,30.33822,77.19481,54.09553,61.46604,14.07984,12.08863,13.71372,-43.79466,-5.627301,-11.06168,-3.653738,24.56034,-1.433026,-16.07545,-12.64546,24.11147,-0.4343486,-0.1097189,0,0
"LAO","LA",544,"Lao PDR","Lower middle income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.97968,392.57001,447.42574,502.8243,540.07933,599.43587,638.53725,601.23259,NA
"LAO","LA",544,"Lao PDR","Lower middle income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47937272,2.3546654,2.5424962,2.5519193,2.7044395,2.7335229,2.8771669,2.904828,2.9960843,3.0857121,3.1728202,3.2141707,3.2113317,NA
"LAO","LA",544,"Lao PDR","Lower middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63655,4.838708,8.7099374,10.845657,12.899937,17.849671,19.751979,22.970486,23.946805,25.735696,25.739766,26.887774,27.387206,NA
"LAO","LA",544,"Lao PDR","Lower middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.46333,97.22194,86.83521,89.16666,87.29456,87.76519,87.88084,89.14825,82.86828
"LAO","LA",544,"Lao PDR","Lower middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAO","LA",544,"Lao PDR","Lower middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.513839,29.81063,0.7750968,0.1261073,-19.26128,-4.156581,-13.60139,-14.41285,-20.44469,-2.770263
"LBN","LB",446,"Lebanon","Lower middle income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.04341,678.97796,696.18007,736.9127,766.77053,773.42007,766.68847,711.86497,647.72012,625.3002,610.96876,583.0168,578.16942,558.51754,531.63593,492.665,468.92485
"LBN","LB",446,"Lebanon","Lower middle income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.982271,26.857646,26.34856,26.446384,26.445122,26.507748,26.2903,25.995772,24.857218,23.999513,23.549065,23.005015,22.562822,22.252251,22.270942,21.65583,20.315244,18.364751
"LBN","LB",446,"Lebanon","Lower middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.900681,28.752042,29.9849,31.436268,32.984069,34.109651,34.972086,34.40159,35.059442,34.9503,35.11549,35.961137,36.577885,37.992623,39.413057,39.254867,36.64174,33.717605
"LBN","LB",446,"Lebanon","Lower middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.61775,62.86756,61.3143,60.99294,61.237,61.94735,62.71232,70.42629,69.46091,68.41702,71.06406,76.82992,74.99921,74.8907,76.00473,56.22909,56.03549,56.26462,59.01318,61.08831,78.17713,NA
"LBN","LB",446,"Lebanon","Lower middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.661745,2.186733,2.978194,3.201911,3.122744,3.25733,2.630192,2.506621,2.40733,2.341043,2.311041,2.307363,2.308623,2.077695,2.018952,1.922329,1.80583,1.691184,1.597177,1.530765,1.489363,1.466411,1.457852,1.458638,1.465107,NA
"LBN","LB",446,"Lebanon","Lower middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.628472,-5.225293,-28.90934,-9.764531,-24.29416,-9.119584,3.504454,24.0237,55.37664,67.76674,-13.3417,29.78713,-19.02792,14.29206,-11.73274,-13.19952,1.486166,1.965771,-1.565186,-0.6027813,0.1053174,-8.647098,-19.94982,-27.56961,44.66798
"LBR","LR",668,"Liberia","Low income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR","LR",668,"Liberia","Low income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84253673,1.1156136,1.6563236,2.9501744,3.6540145,3.7533851,3.6802684,3.8167641,3.7429009,3.0504251,2.9595065,2.9798656,3.1721717,3.0766601,2.8848249,NA
"LBR","LR",668,"Liberia","Low income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1691696,1.5453294,1.4886726,1.4402524,1.353662,1.641619,1.7918143,2.0078747,1.9480296,2.7254868,3.3836499,3.657807,3.6474797,NA
"LBR","LR",668,"Liberia","Low income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,94.98108,NA,NA
"LBR","LR",668,"Liberia","Low income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR","LR",668,"Liberia","Low income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBY","LY",672,"Libya","Upper middle income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.76805,640.62221,627.29416,616.37526,611.63048,625.51845,637.94716,791.94464,866.02547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBY","LY",672,"Libya","Upper middle income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8030463,8.865489,10.636079,10.738076,10.691704,10.851339,11.164832,11.144748,11.347376,11.799798,11.749737,11.674564,11.626638,11.482951,11.363527,NA,NA,NA
"LBY","LY",672,"Libya","Upper middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4908632,3.4079039,3.4083797,3.3897236,3.4474341,3.5329942,3.4649478,3.4827336,3.8420249,3.8221568,3.7987871,3.7674015,3.7170664,3.6575325,3.5928799,NA,NA,NA
"LBY","LY",672,"Libya","Upper middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.01279,NA,100,100,100,100,100,99.45387,100,97.65448,97.59013,96.40218,98.71301,100,94.01427,93.6543,92.09705,94.74359,89.62511,NA,NA
"LBY","LY",672,"Libya","Upper middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBY","LY",672,"Libya","Upper middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCA","LC",362,"St. Lucia","Upper middle income","ai01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCA","LC",362,"St. Lucia","Upper middle income","ai02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.142401,24.567319,23.934107,23.314146,22.718015,22.171084,21.694408,21.294093,20.960421,20.678394,20.420091,19.481513,15.836839,15.674088,15.520825,16.721737,15.265858,NA
"LCA","LC",362,"St. Lucia","Upper middle income","ai25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.344278,29.650212,30.536619,32.961379,32.118572,29.816286,44.136899,45.525303,46.257481,45.635076,44.360886,43.833405,37.182144,42.933371,42.513564,42.807647,43.142643,NA
"LCA","LC",362,"St. Lucia","Upper middle income","oi06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCA","LC",362,"St. Lucia","Upper middle income","om01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCA","LC",362,"St. Lucia","Upper middle income","om02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
